Date,United States,"New York, NY","Los Angeles-Long Beach-Anaheim, CA","Chicago, IL","Dallas-Fort Worth, TX","Philadelphia, PA","Houston, TX","Washington, DC","Miami-Fort Lauderdale, FL","Atlanta, GA","Boston, MA","San Francisco, CA","Detroit, MI","Riverside, CA","Phoenix, AZ","Seattle, WA","Minneapolis-St Paul, MN","San Diego, CA","St. Louis, MO","Tampa, FL","Baltimore, MD","Denver, CO","Pittsburgh, PA","Portland, OR","Charlotte, NC","Sacramento, CA","San Antonio, TX","Orlando, FL","Cincinnati, OH","Cleveland, OH","Kansas City, MO","Las Vegas, NV","Columbus, OH","Indianapolis, IN","San Jose, CA","Austin, TX","Virginia Beach, VA","Nashville, TN","Providence, RI","Milwaukee, WI","Jacksonville, FL","Memphis, TN","Oklahoma City, OK","Louisville-Jefferson County, KY","Hartford, CT","Richmond, VA","New Orleans, LA","Buffalo, NY","Raleigh, NC","Birmingham, AL","Salt Lake City, UT","Rochester, NY","Grand Rapids, MI","Tucson, AZ","Urban Honolulu, HI","Tulsa, OK","Fresno, CA","Worcester, MA","Stamford, CT","Albuquerque, NM","Albany, NY","Omaha, NE","New Haven, CT","Bakersfield, CA","Knoxville, TN","Greenville, SC","Ventura, CA","Allentown, PA","El Paso, TX","Baton Rouge, LA","Dayton, OH","McAllen, TX","Columbia, SC","Greensboro, NC","Akron, OH","North Port-Sarasota-Bradenton, FL","Little Rock, AR","Stockton, CA","Charleston, SC","Syracuse, NY","Colorado Springs, CO","Winston-Salem, NC","Wichita, KS","Springfield, MA","Fort Myers, FL","Boise City, ID","Toledo, OH","Madison, WI","Lakeland, FL","Ogden, UT","Daytona Beach, FL","Des Moines, IA","Jackson, MS","Youngstown, OH","Augusta, GA","Scranton, PA","Harrisburg, PA","Melbourne, FL","Chattanooga, TN","Spokane, WA","Provo, UT","Lancaster, PA","Modesto, CA","Portland, ME","Durham, NC","Santa Rosa, CA","Lexington, KY","Lafayette, LA","Lansing, MI","Fayetteville, AR","Pensacola, FL","Visalia, CA","Shreveport, LA","Springfield, MO","York, PA","Corpus Christi, TX","Flint, MI","Reno, NV","Asheville, NC","Port St. Lucie, FL","Santa Maria-Santa Barbara, CA","Huntsville, AL","Fort Wayne, IN","Salinas, CA","Vallejo, CA","Mobile, AL","Reading, PA","Brownsville, TX","Killeen, TX","Canton, OH","Beaumont, TX","Manchester, NH","Salem, OR","Anchorage, AK","Davenport, IL","Peoria, IL","Myrtle Beach, SC","Montgomery, AL","Salisbury, MD","Gulfport, MS","Tallahassee, FL","Trenton, NJ","Fayetteville, NC","Hickory, NC","Huntington, WV","Eugene, OR","Rockford, IL","Savannah, GA","Ann Arbor, MI","Ocala, FL","Kalamazoo, MI","Naples, FL","South Bend, IN","Spartanburg, SC","Evansville, IN","Kingsport, TN","Roanoke, VA","Green Bay, WI","Lincoln, NE","Fort Collins, CO","Utica, NY","Columbus, GA","Boulder, CO","Lubbock, TX","Erie, PA","Fort Smith, AR","Duluth, MN","Atlantic City, NJ","New London, CT","San Luis Obispo, CA","Gainesville, FL","Santa Cruz, CA","Clarksville, TN","Cedar Rapids, IA","Merced, CA","Wilmington, NC","Kennewick, WA","Greeley, CO","Waco, TX","Olympia, WA","Amarillo, TX","Binghamton, NY","Hagerstown, WV","Bremerton, WA","Laredo, TX","Lynchburg, VA","Yakima, WA","Crestview-Fort Walton Beach-Destin, FL","Topeka, KS","Macon-Bibb County, GA","Champaign-Urbana, IL","Tuscaloosa, AL","College Station, TX","Sioux Falls, SD","Charleston, WV","Appleton, WI","Chico, CA","Charlottesville, VA","Claremont, NH","Barnstable Town, MA","Longview, TX","Burlington, VT","Prescott, AZ","Springfield, IL","Tyler, TX","Las Cruces, NM","Fargo, ND","Houma, LA","Rochester, MN","Florence, SC","Medford, OR","Lafayette-West Lafayette, IN","Bellingham, WA","Lake Havasu City, AZ","Saginaw, MI","Lake Charles, LA","Johnson City, TN","Elkhart, IN","Yuma, AZ","Racine, WI","Athens, GA","Torrington, CT","St. Cloud, MN","Hilton Head Island, SC","Bloomington, IL","Hilo, HI","Panama City, FL","Kingston, NY","Daphne, AL","Gainesville, GA","Warner Robins, GA","Blacksburg, VA","Jacksonville, NC","Redding, CA","Monroe, LA","Joplin, MO","El Centro, CA","Terre Haute, IN","Muskegon, MI","East Stroudsburg, PA","Sioux City, IA","Greenville, NC","Waterloo, IA","Oshkosh, WI","Yuba City, CA","Abilene, TX","Columbia, MO","Dover, DE","Eau Claire, WI","Janesville, WI","Jackson, MI","Punta Gorda, FL","Bloomington, IN","Pueblo, CO","Billings, MT","Bowling Green, KY","Bend, OR","Albany, GA","Vineland, NJ","Niles, MI","Kahului, HI","Ottawa, IL","State College, PA","Bangor, ME","Alexandria, LA","Decatur, AL","Hanford, CA","Iowa City, IA","Rocky Mount, NC","Monroe, MI","Wichita Falls, TX","Burlington, NC","Madera, CA","Jefferson City, MO","Chambersburg, PA","Texarkana, TX","Elizabethtown, KY","Pottsville, PA","Wheeling, OH","Florence, AL","Grand Junction, CO","Concord, NH","Dothan, AL","Santa Fe, NM","Johnstown, PA","Traverse City, MI","Hattiesburg, MS","Dalton, GA","Midland, TX","Homosassa Springs, FL","Auburn, AL","Valdosta, GA","Coeur d'Alene, ID","Springfield, OH","St. George, UT","Vero Beach, FL","Odessa, TX","Napa, CA","Tupelo, MS","Battle Creek, MI","Jamestown, NY","Eureka, CA","Rapid City, SD","Flagstaff, AZ","Lumberton, NC","Wausau, WI","La Crosse, WI","Lebanon, PA","Idaho Falls, ID","Sierra Vista, AZ","Pittsfield, MA","Lawton, OK","Farmington, NM","Jackson, TN","Morgantown, WV","Glens Falls, NY","Winchester, VA","St. Joseph, MO","Altoona, PA","New Bern, NC","Carbondale, IL","London, KY","Logan, ID","Harrisonburg, VA","Beckley, WV","Mansfield, OH","Weirton, OH","Goldsboro, NC","Augusta, ME","Hammond, LA","Jonesboro, AR","Sherman, TX","Anniston, AL","Staunton, VA","Muncie, IN","Mount Vernon, WA","Albany, OR","Watertown, NY","Williamsport, PA","Cleveland, TN","Sheboygan, WI","Bismarck, ND","Owensboro, KY","Dunn, NC","Wooster, OH","Morristown, TN","Kankakee, IL","Brunswick, GA","Ogdensburg, NY","San Angelo, TX","Michigan City, IN","Holland, MI","Wenatchee, WA","Lawrence, KS","Decatur, IL","Missoula, MT","Salem, OH","Bay City, MI","Lewiston, ME","Roseburg, OR","Sumter, SC","Show Low, AZ","Meridian, MS","Bluefield, WV","Danville, VA","Lima, OH","Cookeville, TN","California-Lexington Park, MD","Gadsden, AL","Cumberland, MD","Longview, WA","Whitewater, WI","Fond du Lac, WI","Ithaca, NY","Ashtabula, OH","Gettysburg, PA","Pine Bluff, AR","Tullahoma, TN","Richmond, KY","Adrian, MI","Twin Falls, ID","Corning, NY","Sebring, FL","Truckee, CA","Paducah, KY","Grand Forks, ND","Shelby, NC","Fairbanks, AK","Ocean City, NJ","Mankato, MN","Rome, GA","Cape Girardeau, MO","Hot Springs, AR","Greenwood, SC","Sunbury, PA","Clarksburg, WV","Victoria, TX","Talladega, AL","Dubuque, IA","The Villages, FL","Albertville, AL","Manhattan, KS","Parkersburg, WV","New Philadelphia, OH","Orangeburg, SC","Cheyenne, WY","New Castle, PA","Brainerd, MN","Kalispell, MT","Sevierville, TN","Ames, IA","Bozeman, MT","Moses Lake, WA","Indiana, PA","Elmira, NY","Meadville, PA","Beaver Dam, WI","Pinehurst-Southern Pines, NC","Ukiah, CA","Hermiston-Pendleton, OR","Lufkin, TX","Zanesville, OH","Corvallis, OR","Bloomsburg, PA","Laurel, MS","Russellville, AR","Branson, MO","Watertown, WI","Midland, MI","Opelousas, LA","Pocatello, ID","Kokomo, IN","Grants Pass, OR","Huntsville, TX","Plattsburgh, NY","Grand Island, NE","DuBois, PA","Danville, IL","Manitowoc, WI","Great Falls, MT","Wilson, NC","Cullman, AL","Olean, NY","Auburn, NY","Portsmouth, OH","Athens, TX","Oak Harbor, WA","Chillicothe, OH","Hinesville, GA","Somerset, PA","Warsaw, IN","Stillwater, OK","Quincy, IL","Keene, NH","Sandusky, OH","Searcy, AR","Columbus, IN","Roanoke Rapids, NC","Centralia, WA","Casper, WY","Helena, MT","Findlay, OH","Wisconsin Rapids-Marshfield, WI","Palatka, FL","Seneca, SC","Mount Airy, NC","Glenwood Springs, CO","Key West, FL","Aberdeen, WA","Gallup, NM","Port Angeles, WA","Greenfield Town, MA","Muskogee, OK","Frankfort, KY","Owosso, MI","Mount Pleasant, MI","Statesboro, GA","Marion, IN","Stevens Point, WI","Minot, ND","Shawnee, OK","North Wilkesboro, NC","Richmond, IN","Greeneville, TN","Martinsville, VA","Forest City, NC","Lake City, FL","Kapaa, HI","Marquette, MI","LaGrange, GA","Marion, OH","Morehead City, NC","Klamath Falls, OR","Marinette, WI","Roswell, NM","Marshall, TX","Farmington, MO","Charleston, IL","Athens, OH","Hobbs, NM","Clearlake, CA","Nacogdoches, TX","Hutchinson, KS","Faribault, MN","Elizabeth City, NC","Ionia, MI","Alamogordo, NM","Red Bluff, CA","Hudson, NY","Somerset, KY","Coos Bay, OR","Walla Walla, WA","Sayre, PA","Oneonta, NY","Fort Madison, IA","Baraboo, WI","Marietta, OH","Salina, KS","Rutland, VT","Big Stone Gap, VA","Sturgis, MI","Rio Grande City, TX","Fremont, OH","Mount Vernon, OH","Lewiston, ID","Shelton, WA","Albemarle, NC","Enid, OK","Jefferson, GA","Georgetown, SC","Laconia, NH","Batavia, NY","Oxford, NC","Columbus, MS","Norwalk, OH","Barre, VT","Kinston, NC","Sterling, IL","Palestine, TX","Dublin, GA","Vicksburg, MS","Point Pleasant, WV","Sanford, NC","Fergus Falls, MN","Tiffin, OH","Fairmont, WV","Crossville, TN","Picayune, MS","Gloversville, NY","Sonora, CA","Gaffney, SC","Carson City, NV","Calhoun, GA","Milledgeville, GA","Waycross, GA","Oil City, PA","Jasper, IN","Morgan City, LA","Eagle Pass, TX","Ontario, OR","Payson, AZ","McComb, MS","Rochelle, IL","Scottsboro, AL","Danville, KY","Ashland, OH","Natchez, MS","Greenville, OH","Galesburg, IL","Warrensburg, MO","Kearney, NE","Fort Polk South, LA","Fort Leonard Wood, MO","Glasgow, KY","Athens, TN","Edwards, CO","Fernley, NV","Mason City, IA","Malone, NY","Winona, MN","Durango, CO","Platteville, WI","Boone, NC","Bartlesville, OK","Jacksonville, TX","Elko, NV","Rexburg, ID","St. Marys, GA","Ozark, AL","Amsterdam, NY","Enterprise, AL","Paris, TX","Kerrville, TX","New Castle, IN","Sidney, OH","Cortland, NY","Clinton, IA","Del Rio, TX","Clovis, NM","Norfolk, NE","Washington, NC","Corsicana, TX","Freeport, IL","Starkville, MS","Burlington, IA","Cadillac, MI","Ardmore, OK","Kendallville, IN","Nogales, AZ","Oxford, MS","Bogalusa, LA","Plymouth, IN","Gardnerville Ranchos, NV","Tahlequah, OK","Madisonville, KY","Cañon City, CO","Ruston, LA","Hillsdale, MI","Lewistown, PA","Rockingham, NC","Ponca City, OK","Blytheville, AR","Red Wing, MN","Shawano, WI","Cedar City, UT","Bedford, IN","Gillette, WY","Newport, OR","Wapakoneta, OH","Huntingdon, PA","Bellefontaine, OH","McAlester, OK","Blackfoot, ID","Moultrie, GA","Henderson, NC","Coldwater, MI","Harrison, AR","Rolla, MO","Shelbyville, TN","Duncan, OK","Marion, NC","Lewisburg, PA","Pullman, WA","Thomasville, GA","Bemidji, MN","Mount Sterling, KY","Ottumwa, IA","Pahrump, NV","Menomonie, WI","Selma, AL","Rock Springs, WY","Bucyrus, OH","Bradford, PA","Bardstown, KY","Cornelia, GA","Burley, ID","Greenwood, MS","Big Rapids, MI","Poplar Bluff, MO","Muscatine, IA","Alma, MI","Durant, OK","Seymour, IN","Douglas, GA","Willmar, MN","Auburn, IN","Sedalia, MO","Paragould, AR","Wilmington, OH","Lawrenceburg, TN","Warren, PA","El Dorado, AR","Mountain Home, AR","Cedartown, GA","Port Clinton, OH","El Campo, TX","Montrose, CO","Ellensburg, WA","Jacksonville, IL","Sandpoint, ID","Alice, TX","Celina, OH","Garden City, KS","Marshalltown, IA","Aberdeen, SD","West Plains, MO","Cullowhee, NC","Espa±ola, NM","Riverton, WY","Tifton, GA","Urbana, OH","Cambridge, OH","Okeechobee, FL","McMinnville, TN","Selinsgrove, PA","Natchitoches, LA","Berlin, NH","Lock Haven, PA","Sikeston, MO","Austin, MN","Clewiston, FL","Pittsburg, KS","Defiance, OH","Scottsbluff, NE","Logansport, IN","Pontiac, IL","Hannibal, MO","Mount Vernon, IL","Houghton, MI","Union City, TN","Sault Ste. Marie, MI","Vincennes, IN","Gainesville, TX","Dyersburg, TN","Kill Devil Hills, NC","Crawfordsville, IN","Brownwood, TX","Stephenville, TX","Americus, GA","Easton, MD","North Platte, NE","Newberry, SC","Ada, OK","Moscow, ID","Safford, AZ","Murray, KY","Bennington, VT","Huntington, IN","Mayfield, KY","Escanaba, MI","Canton, IL","Corinth, MS","Astoria, OR","Peru, IN","Coshocton, OH","Newton, IA","Logan, WV","Bay City, TX","Fremont, NE","Hutchinson, MN","Batesville, AR","Owatonna, MN","Vidalia, GA","Summit Park, UT","Arkansas City-Winfield, KS","Laramie, WY","Plainview, TX","Big Spring, TX","Laurinburg, NC","Dixon, IL","Alexandria, MN","Newport, TN","DeRidder, LA","Lebanon, MO","Coffeyville, KS","Seneca Falls, NY","Sulphur Springs, TX","Martin, TN","Susanville, CA","Brookhaven, MS","Arcadia, FL","Taylorville, IL","Decatur, IN","Junction City, KS","Effingham, IL","Valley, AL","Butte, MT","Angola, IN","Dodge City, KS","Brenham, TX","Emporia, KS","Jackson, OH","Frankfort, IN","Brevard, NC","Taos, NM","Malvern, AR","Troy, AL","Wabash, IN","Cambridge, MD","Macomb, IL","Vernal, UT","Kingsville, TX","Madison, IN","Mount Pleasant, TX","Paris, TN","Columbus, NE","Brookings, SD","Kennett, MO","Beeville, TX","Miami, OK","Dayton, TN","Washington, IN","Camden, AR","Jackson, WY","Hastings, NE","Juneau, AK","Albert Lea, MN","Lewisburg, TN","Iron Mountain, MI","Lincoln, IL","Jesup, GA","Kirksville, MO","Alpena, MI","Silver City, NM","Indianola, MS","Elkins, WV","Las Vegas, NM","McPherson, KS","Sheridan, WY","Washington Court House, OH","Bennettsville, SC","Van Wert, OH","Merrill, WI","Ludington, MI","Middlesborough, KY","Crescent City, CA","North Vernon, IN","Hays, KS","Forrest City, AR","Fort Morgan, CO","Mineral Wells, TX","Breckenridge, CO","Bastrop, LA","Bainbridge, GA","Wauchula, FL","Hailey, ID","Great Bend, KS","Weatherford, OK","Watertown, SD","Thomaston, GA","Mountain Home, ID","Altus, OK","Uvalde, TX","Lexington, NE","Boone, IA","Toccoa, GA","Summerville, GA","Ottawa, KS","New Ulm, MN","Marshall, MN","La Grande, OR","Greensburg, IN","Mexico, MO","Moberly, MO","The Dalles, OR","Deming, NM","Fallon, NV","Fredericksburg, TX","Magnolia, AR","Campbellsville, KY","Connersville, IN","Dickinson, ND","Spearfish, SD","Heber, UT","Steamboat Springs, CO","Cordele, GA","Maryville, MO","Marshall, MO","Arkadelphia, AR","Liberal, KS","Levelland, TX","Wahpeton, ND","Mitchell, SD","Sterling, CO","Pampa, TX","Yankton, SD","Williston, ND","Oskaloosa, IA","Brookings, OR","Hood River, OR","Beatrice, NE","Borger, TX","Raymondville, TX","Elk City, OK","Grenada, MS","Dumas, TX","Helena, AR","Parsons, KS","Port Lavaca, TX","Worthington, MN","Pierre, SD","Evanston, WY","Jamestown, ND","Prineville, OR","Guymon, OK","Storm Lake, IA","Woodward, OK","Portales, NM","Hereford, TX","Othello, WA","Los Alamos, NM","Fitzgerald, GA","Maysville, KY","Atchison, KS","Snyder, TX","Fairfield, IA","Spencer, IA","Spirit Lake, IA","Vineyard Haven, MA","Winnemucca, NV","Sweetwater, TX","Andrews, TX","Zapata, TX","Vermillion, SD","Lamesa, TX","Craig, CO","Pecos, TX","Vernon, TX","Ketchikan, AK"
1/31/2000,128160,225180,232463,171008,131509,130196,126326,193652,125346,154002,233763,362283,141560,144151,142902,221364,156292,229358,115805,104354,157144,198028,88801,180236,149966,174631,131635,124325,130421,128153,117458,166858,134810,,441666,181364,122574,144676,155098,127019,119835,123573,91117,113504,160517,131265,123415,94001,178151,118972,188293,101636,126126,127316,252999,101314,121479,164102,279126,,108429,124450,151520,109446,111357,130086,263982,118474,95181,,102108,,115719,116199,117779,142631,99269,166188,144102,83708,164465,111110,,133861,138630,,96484,154006,100472,167660,107936,126311,,83049,97025,80061,116402,108093,105511,130419,,,148886,147281,169255,276706,123769,,109633,119993,112123,109799,,,124652,,134216,182100,123374,109883,302862,,,269217,198493,94000,106089,,,99586,,153626,142838,145808,,,,112015,137542,,102979,157176,102356,101716,64841,155873,93930,117999,190621,,124195,174193,,,99455,86415,,,121645,198302,70380,127937,245862,84823,92496,69568,,128850,163758,243313,108096,352881,109558,108770,,,130447,201063,,156627,,71514,129952,156031,,107737,,146453,84973,76560,,111832,,,77474,,,170781,100456,202058,80051,144927,146681,,,,,,135160,,153442,109425,,106725,86713,,88854,,,,123939,157414,,201424,124144,,120571,119575,128264,149869,105017,100757,,78996,87370,,,,92639,,84441,,,,,,,,,,,98113,,111103,,99860,159973,76034,97020,122459,262221,,,90260,92567,,,,86948,152504,,,,,,59818,103529,,48963,,144206,133649,,,,123924,,90262,,92063,131605,103216,,89012,,118070,,248366,,101429,61886,,,174073,,,,,108225,,145596,64435,,92185,91128,81273,119091,,74158,105758,,60310,,,58664,92892,,101629,88442,,81980,,,,,164929,,53458,99292,92998,,,90226,,135477,91777,,137311,47365,,,125307,,,76278,,74336,91578,97173,121998,,89971,,49322,80613,82739,92204,165026,,59774,,,,95504,79434,116121,41897,89186,96539,114161,,78699,,,77726,,111272,,164409,,87381,,94784,66706,,55860,,,,127320,,,69728,135215,,,,,,135003,,,,,60066,58174,,,,,62589,74841,160326,87001,,66715,,,109339,,,,138558,,77866,,51953,49462,100023,,,,65336,65455,,,,82378,90119,,122314,90916,,101836,106797,78895,,58315,,,,103035,,,,,229888,,,,,118409,61348,99792,94567,,,,,,64526,82297,,63293,61053,85793,63197,187552,83453,87723,,156800,96337,74161,,,,,,,,,,,,,,,106002,80155,,113304,,52081,,,82786,,102600,,85683,,87045,,,,93897,59162,,,113961,78655,108248,,99002,113349,,,,67115,,59476,104049,,77651,,102457,,52963,,,143004,,,55577,44299,,,,88016,79417,,,,77814,,,95099,,,,,,67058,,356711,,,51046,,,,153673,77017,,,,98363,,55380,,,,,95912,58419,,,,,94378,,,,,,48770,,64988,,,103589,207836,71582,62423,,86984,,,,46486,62761,,,,,,126541,,,,56899,,52288,65195,81495,76607,,99205,50294,,,,87621,,73944,,,,36439,,,,98491,,,,,,,,62571,,70739,,,58910,67448,,73833,,,75007,73075,121213,,127267,,,,,,,,,,,,,83157,96402,75019,108671,74731,,,67138,,,77029,63862,,81667,,,71346,,,89172,66274,,,,79904,,,,,68182,167869,,,54961,,87097,83995,128910,,,,,,,,,87591,37855,,,,58747,,64713,,,,,,56619,,,59024,,,,63739,,65990,,,65448,,,,,,,,,,,53141,,,,54302,,,83243,49400,,,,,73049,71503,,,,37502,73874,,45433,,,,,93947,,,68667,,58384,,,,,,,86745,,64373,,98133,,,,,41271,,,,34142,78005,51491,,,77254,,60828,,45898,,,,76648,59924,,,,,,,,,,,,55068,,,,,,235969,64524,,,60885,,,,,90018,,,,,152122,166323,,,,65415,,,,,,,,,,125244,,71110,58706,,,,,49974,,,,,,,334807,,,,,,,95048,,,
2/29/2000,128506,226526,233273,171411,131615,130632,126404,193899,125808,154514,235067,364220,141868,144893,143279,222400,157072,230607,116027,104563,157321,199371,89029,180922,150298,175294,131843,124784,130406,128499,117688,166837,134994,,444316,182157,122970,144933,155949,127213,120223,123697,91351,113689,160941,131783,123629,94520,178308,119399,188427,101340,126228,127570,253251,100961,121643,164612,281454,,108981,124801,152495,109484,111617,130386,264935,118994,95262,,101594,,116219,116538,118123,143075,99438,165106,144475,83982,164809,111644,,134188,138884,,96739,153852,100830,167677,108082,126826,,83276,97207,80576,116800,108317,105807,130400,,,149243,148195,169724,281799,123818,,109822,120323,112258,109664,,,125070,,134633,182319,124033,110047,303733,,,270290,199058,94300,106471,,,99991,,154491,142996,146014,,,,112128,137790,,103271,156979,102545,101939,64879,155992,94154,118312,190977,,123948,174241,,,99494,86641,,,121956,198019,70726,128118,247173,84943,92762,69759,,129351,164502,244191,108476,354852,109621,108954,,,130583,201485,,156605,,71826,129964,156205,,108203,,145708,85000,76799,,112061,,,77479,,,171429,100779,203094,80226,145484,146787,,,,,,135790,,153699,109686,,106804,86690,,88951,,,,124241,158146,,202040,124425,,120975,120403,128559,149918,105131,101236,,78933,87594,,,,92756,,84601,,,,,,,,,,,98543,,111236,,100209,160312,76227,97286,122230,260689,,,90541,92921,,,,87314,152783,,,,,,60011,103714,,48788,,144296,134373,,,,124045,,90558,,92397,131882,103506,,89274,,118487,,249458,,101326,62289,,,174330,,,,,108089,,145985,64481,,92297,91467,81727,119674,,74439,106077,,60322,,,58727,93230,,101898,89073,,82189,,,,,165308,,53740,99591,93170,,,90440,,135599,91867,,136664,47674,,,125831,,,76470,,74552,91721,97338,122087,,90196,,49292,80842,83052,92347,164922,,59823,,,,96050,79717,116466,41994,89350,96758,114589,,79137,,,77807,,111541,,165461,,87642,,94931,66693,,56002,,,,127819,,,69837,135296,,,,,,135343,,,,,60480,58813,,,,,62585,75250,161329,87309,,66596,,,109464,,,,138955,,78277,,52051,49563,100029,,,,65764,65914,,,,82825,90357,,122353,90994,,102378,107054,79035,,58518,,,,103367,,,,,230857,,,,,118788,61498,99931,94725,,,,,,64713,82736,,63327,61306,85483,63311,187324,83542,88159,,156631,96550,74579,,,,,,,,,,,,,,,106741,80570,,113440,,52393,,,83027,,102781,,85644,,87273,,,,93972,59250,124987,,114354,79070,108610,,99196,113507,,,,67278,,59542,104324,,77849,,103015,,53206,,,143452,,,55585,44441,,,,88108,79429,,,,77919,,,95329,,,,,,67029,,357735,,,51557,,,,154031,77155,,,,98540,,55575,,,,,96108,58766,,,,,94374,,,,,,48872,,65110,,,103737,208559,71773,62473,,86884,,,,46635,62882,,,,,,126614,,,,57049,,52228,65004,81800,76856,,99385,50237,,,,87969,,74002,,,,36500,,,,98478,,,,,,,,62815,,71048,,,58908,67498,,73941,,,75184,73419,121529,,127653,,,,,,,,,,,,,83449,96605,75279,109172,74782,,,67353,,,77354,64176,,81939,,,71397,,,89137,66375,,,,79919,,,,,68520,168064,,,55151,,87059,84071,129379,,,,,,,,,87993,38067,,,,58983,,65001,,,,,,56724,,,59187,,,,64001,,66120,,,65722,,,,,,,,,,,53005,,,,54487,,,83439,49463,,,,,73257,71523,,,,37643,73783,,45610,,,,,94238,,,68995,,58455,,,,,,,86905,,64697,,97877,,,,,41364,,,,34046,77819,51682,,,77368,,61006,,46065,,,,77021,60044,,,,,,,,,,,,55211,,,,,,236782,64855,,,60622,,,,,90094,,,,,152350,166137,,,,65143,,,,,,,,,,125355,,71376,58754,,,,,49725,,,,,,,336716,,,,,,,95393,,,
3/31/2000,128871,227736,234512,171933,131702,130894,126285,194279,126221,155041,236333,366922,142419,145534,143733,223253,157667,231959,116293,104848,157651,200535,89241,181381,150673,176131,131967,125263,130332,128790,118010,167182,135255,,448106,182786,123308,145170,156804,127536,120574,123789,91571,113862,161874,132210,123833,94904,178753,119547,188685,101332,126473,127820,253855,101444,120205,165212,282828,,109276,125050,153366,108163,111777,130655,266212,119657,95315,,101742,,116574,116758,118319,143540,99638,165181,144949,84240,165066,111878,,134605,139100,,96982,154083,101102,167785,108497,127257,,83422,97238,80785,117110,108527,105980,130416,,,149844,148852,170093,284108,123988,,110104,120513,112636,109869,,,125442,,134955,182616,124381,109964,305414,,,272052,200291,94595,106684,,,100220,,155141,143189,146182,,,,112160,138172,,103643,157130,102577,102113,64998,156248,94315,118587,191442,,124305,175165,,,99650,86764,,,122261,198882,70987,128418,248716,85085,93030,69829,,129758,165205,245588,108908,357736,109676,109150,,,130705,200566,,156762,,72112,130152,156454,,108733,,145489,85066,76979,,112398,,,77616,,,172110,101149,204307,80251,146164,146626,,,,,,136454,,154121,110122,,107071,86821,,89084,,,,124588,158222,,202574,124726,,121314,121223,128844,150268,105333,101571,,79111,87733,,,,93028,,84746,,,,,,,,,,,98917,,111440,,100215,160724,76392,97460,122197,260922,,,90864,93229,,,,87773,153078,,,,,,60118,103990,,48805,,142377,135090,,,,124368,,90811,,92570,131997,103733,,89406,,118889,,251439,,101606,62462,,,174607,,,,,108064,,146377,64580,,92353,91447,82026,119993,,74539,106324,,60527,,,58729,93433,,102037,89479,,82325,,,,,165528,,53966,99923,93259,,,90630,,135908,92023,,137902,47902,,,126140,,,76671,,74736,92006,97944,122160,,90739,,49377,81036,83296,92557,165164,,59916,,,,96442,80014,116705,42053,89280,96858,115128,,79581,,,77857,,111904,,166581,,87866,,95152,66465,,56154,,,,128191,,,69937,135385,,,,,,135445,,,,,60773,59175,,,,,62665,75492,161552,87473,,66693,,,109655,,,,139120,,78478,,52144,49740,100174,,,,66041,66247,,,,82981,90533,,122762,91145,,103141,107227,79269,,58302,,,,103621,,,,,231913,,,,,119194,61591,100108,94960,,,,,,64865,83148,,63272,61511,85341,63473,187558,83621,88418,,157350,96631,74847,,,,,,,,,,,,,,,107163,81073,,113589,,52580,,,83232,,102915,,85690,,87528,,,,94200,59380,125691,,114759,79343,108861,,99366,113840,,,,67362,,59567,104461,,77863,,103412,,53376,,,143647,,,55723,44620,,,,88243,79526,,,,78084,,,95487,,,,,,67237,,359275,,,51793,,,,154483,77365,,,,98687,,55725,,,,,96314,59033,,,,,94720,,,,,,48960,,65184,,,103832,209287,71894,62460,,86873,,,,46721,62993,,,,,,126758,,,,57086,,52414,65215,82027,76911,,99366,50251,,,,88413,,74278,,,,36553,,,,98745,,,,,,,,62883,,71321,,,59007,67775,,73952,,,75462,73827,121780,,128038,,,,,,,,,,,,,83576,96836,75602,109584,74869,,,67906,,,77742,64337,,82066,,,71502,,,89352,66539,,,,80051,,,,,68733,168581,,,55226,,87124,84084,129694,,,,,,,,,88211,38189,,,,59155,,65186,,,,,,56856,,,59285,,,,64394,,66189,,,65901,,,,,,,,,,,53198,83028,,,54411,,,83511,49602,,,,,73313,71807,,,,37744,73891,,45680,,,,,94419,,,69171,,58642,,,,,,,87081,,64855,,97931,,,,,41449,,,,34087,77787,51775,,,77424,,61090,,46133,,,,77232,60407,,,,,,,,,,,,55324,,,,,,237877,65029,,,61120,,,,,90239,,,,,152594,166360,,,,65097,,,,,,,,,,125400,,71535,58794,,,,,49671,,,,,,,338203,,,,,,,95978,,,
