"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Afghanistan","Area harvested","2018","ha","31236.00","Im"
"Afghanistan","Area harvested","2017","ha","26847.00",""
"Afghanistan","Area harvested","2016","ha","19365.00",""
"Afghanistan","Area harvested","2015","ha","13038.00",""
"Afghanistan","Area harvested","2014","ha","12247.00",""
"Afghanistan","Area harvested","2013","ha","10341.00",""
"Afghanistan","Area harvested","2012","ha","9148.00",""
"Afghanistan","Area harvested","2011","ha","8863.00",""
"Afghanistan","Area harvested","2010","ha","8550.00",""
"Afghanistan","Area harvested","2009","ha","8550.00",""
"Afghanistan","Area harvested","2008","ha","7000.00",""
"Afghanistan","Area harvested","2007","ha","7000.00",""
"Afghanistan","Area harvested","2006","ha","7000.00",""
"Afghanistan","Area harvested","2005","ha","2751.00",""
"Afghanistan","Area harvested","2004","ha","2311.00",""
"Afghanistan","Area harvested","2003","ha","3935.00",""
"Afghanistan","Area harvested","2002","ha","5045.00","Im"
"Afghanistan","Area harvested","2001","ha","5482.00","Im"
"Afghanistan","Area harvested","2000","ha","5598.00","Im"
"Afghanistan","Area harvested","1999","ha","4930.00","Im"
"Afghanistan","Area harvested","1998","ha","4410.00","Im"
"Afghanistan","Area harvested","1997","ha","3748.00","Im"
"Afghanistan","Area harvested","1996","ha","3135.00","Im"
"Afghanistan","Area harvested","1995","ha","2631.00","Im"
"Afghanistan","Area harvested","1994","ha","2350.00","F"
"Afghanistan","Area harvested","1993","ha","2300.00","F"
"Afghanistan","Area harvested","1992","ha","2308.00","Im"
"Afghanistan","Area harvested","1991","ha","2346.00","Im"
"Afghanistan","Area harvested","1990","ha","2365.00","Im"
"Afghanistan","Area harvested","1989","ha","2340.00","F"
"Afghanistan","Area harvested","1988","ha","2330.00","F"
"Afghanistan","Area harvested","1987","ha","2230.00","F"
"Afghanistan","Area harvested","1986","ha","2590.00","F"
"Afghanistan","Area harvested","1985","ha","2660.00","F"
"Afghanistan","Area harvested","1984","ha","2730.00","F"
"Afghanistan","Area harvested","1983","ha","2850.00","F"
"Afghanistan","Area harvested","1982","ha","2960.00","F"
"Afghanistan","Area harvested","1981","ha","3080.00","F"
"Afghanistan","Area harvested","1980","ha","3150.00","F"
"Afghanistan","Area harvested","1979","ha","3150.00","F"
"Afghanistan","Area harvested","1978","ha","3250.00","F"
"Afghanistan","Area harvested","1977","ha","3280.00","F"
"Afghanistan","Area harvested","1976","ha","3270.00","F"
"Afghanistan","Area harvested","1975","ha","3270.00","F"
"Afghanistan","Area harvested","1974","ha","3270.00","F"
"Afghanistan","Area harvested","1973","ha","3210.00","F"
"Afghanistan","Area harvested","1972","ha","3150.00","F"
"Afghanistan","Area harvested","1971","ha","3060.00","F"
"Afghanistan","Area harvested","1970","ha","3060.00","F"
"Afghanistan","Area harvested","1969","ha","3040.00","F"
"Afghanistan","Area harvested","1968","ha","2990.00","F"
"Afghanistan","Area harvested","1967","ha","3060.00","F"
"Afghanistan","Area harvested","1966","ha","2740.00","F"
"Afghanistan","Area harvested","1965","ha","2480.00","F"
"Afghanistan","Area harvested","1964","ha","2350.00","F"
"Afghanistan","Area harvested","1963","ha","2220.00","F"
"Afghanistan","Area harvested","1962","ha","2220.00","F"
"Afghanistan","Area harvested","1961","ha","2220.00","F"
"Afghanistan","Yield","2018","hg/ha","69533.00","Fc"
"Afghanistan","Yield","2017","hg/ha","65184.00","Fc"
"Afghanistan","Yield","2016","hg/ha","72762.00","Fc"
"Afghanistan","Yield","2015","hg/ha","68824.00","Fc"
"Afghanistan","Yield","2014","hg/ha","73000.00","Fc"
"Afghanistan","Yield","2013","hg/ha","76005.00","Fc"
"Afghanistan","Yield","2012","hg/ha","76519.00","Fc"
"Afghanistan","Yield","2011","hg/ha","70000.00","Fc"
"Afghanistan","Yield","2010","hg/ha","70000.00","Fc"
"Afghanistan","Yield","2009","hg/ha","85105.00","Fc"
"Afghanistan","Yield","2008","hg/ha","80087.00","Fc"
"Afghanistan","Yield","2007","hg/ha","85000.00","Fc"
"Afghanistan","Yield","2006","hg/ha","75000.00","Fc"
"Afghanistan","Yield","2005","hg/ha","73571.00","Fc"
"Afghanistan","Yield","2004","hg/ha","72228.00","Fc"
"Afghanistan","Yield","2003","hg/ha","71266.00","Fc"
"Afghanistan","Yield","2002","hg/ha","70620.00","Fc"
"Afghanistan","Yield","2001","hg/ha","72135.00","Fc"
"Afghanistan","Yield","2000","hg/ha","72415.00","Fc"
"Afghanistan","Yield","1999","hg/ha","72883.00","Fc"
"Afghanistan","Yield","1998","hg/ha","73433.00","Fc"
"Afghanistan","Yield","1997","hg/ha","73982.00","Fc"
"Afghanistan","Yield","1996","hg/ha","74452.00","Fc"
"Afghanistan","Yield","1995","hg/ha","74766.00","Fc"
"Afghanistan","Yield","1994","hg/ha","74468.00","Fc"
"Afghanistan","Yield","1993","hg/ha","73913.00","Fc"
"Afghanistan","Yield","1992","hg/ha","74516.00","Fc"
"Afghanistan","Yield","1991","hg/ha","74636.00","Fc"
"Afghanistan","Yield","1990","hg/ha","71319.00","Fc"
"Afghanistan","Yield","1989","hg/ha","72222.00","Fc"
"Afghanistan","Yield","1988","hg/ha","72532.00","Fc"
"Afghanistan","Yield","1987","hg/ha","74439.00","Fc"
"Afghanistan","Yield","1986","hg/ha","74903.00","Fc"
"Afghanistan","Yield","1985","hg/ha","71805.00","Fc"
"Afghanistan","Yield","1984","hg/ha","73260.00","Fc"
"Afghanistan","Yield","1983","hg/ha","72982.00","Fc"
"Afghanistan","Yield","1982","hg/ha","72297.00","Fc"
"Afghanistan","Yield","1981","hg/ha","71753.00","Fc"
"Afghanistan","Yield","1980","hg/ha","70794.00","Fc"
"Afghanistan","Yield","1979","hg/ha","68571.00","Fc"
"Afghanistan","Yield","1978","hg/ha","69846.00","Fc"
"Afghanistan","Yield","1977","hg/ha","47256.00","Fc"
"Afghanistan","Yield","1976","hg/ha","80122.00","Fc"
"Afghanistan","Yield","1975","hg/ha","85321.00","Fc"
"Afghanistan","Yield","1974","hg/ha","85015.00","Fc"
"Afghanistan","Yield","1973","hg/ha","85981.00","Fc"
"Afghanistan","Yield","1972","hg/ha","84444.00","Fc"
"Afghanistan","Yield","1971","hg/ha","70261.00","Fc"
"Afghanistan","Yield","1970","hg/ha","89216.00","Fc"
"Afghanistan","Yield","1969","hg/ha","92763.00","Fc"
"Afghanistan","Yield","1968","hg/ha","93311.00","Fc"
"Afghanistan","Yield","1967","hg/ha","90196.00","Fc"
"Afghanistan","Yield","1966","hg/ha","83212.00","Fc"
"Afghanistan","Yield","1965","hg/ha","82258.00","Fc"
"Afghanistan","Yield","1964","hg/ha","78298.00","Fc"
"Afghanistan","Yield","1963","hg/ha","68018.00","Fc"
"Afghanistan","Yield","1962","hg/ha","68018.00","Fc"
"Afghanistan","Yield","1961","hg/ha","68018.00","Fc"
"Afghanistan","Production","2018","tonnes","217192.00",""
"Afghanistan","Production","2017","tonnes","175000.00","F"
"Afghanistan","Production","2016","tonnes","140903.00",""
"Afghanistan","Production","2015","tonnes","89733.00",""
"Afghanistan","Production","2014","tonnes","89403.00",""
"Afghanistan","Production","2013","tonnes","78597.00",""
"Afghanistan","Production","2012","tonnes","70000.00",""
"Afghanistan","Production","2011","tonnes","62041.00",""
"Afghanistan","Production","2010","tonnes","59850.00",""
"Afghanistan","Production","2009","tonnes","72765.00",""
"Afghanistan","Production","2008","tonnes","56061.00","Im"
"Afghanistan","Production","2007","tonnes","59500.00","F"
"Afghanistan","Production","2006","tonnes","52500.00","F"
"Afghanistan","Production","2005","tonnes","20239.00","Im"
"Afghanistan","Production","2004","tonnes","16692.00","Im"
"Afghanistan","Production","2003","tonnes","28043.00","Im"
"Afghanistan","Production","2002","tonnes","35630.00","Im"
"Afghanistan","Production","2001","tonnes","39542.00","Im"
"Afghanistan","Production","2000","tonnes","40540.00","Im"
"Afghanistan","Production","1999","tonnes","35928.00","Im"
"Afghanistan","Production","1998","tonnes","32386.00","Im"
"Afghanistan","Production","1997","tonnes","27727.00","Im"
"Afghanistan","Production","1996","tonnes","23341.00","Im"
"Afghanistan","Production","1995","tonnes","19669.00","Im"
"Afghanistan","Production","1994","tonnes","17500.00","F"
"Afghanistan","Production","1993","tonnes","17000.00","F"
"Afghanistan","Production","1992","tonnes","17200.00","F"
"Afghanistan","Production","1991","tonnes","17507.00","Im"
"Afghanistan","Production","1990","tonnes","16867.00","Im"
"Afghanistan","Production","1989","tonnes","16900.00","F"
"Afghanistan","Production","1988","tonnes","16900.00","F"
"Afghanistan","Production","1987","tonnes","16600.00","F"
"Afghanistan","Production","1986","tonnes","19400.00","F"
"Afghanistan","Production","1985","tonnes","19100.00","F"
"Afghanistan","Production","1984","tonnes","20000.00","F"
"Afghanistan","Production","1983","tonnes","20800.00","F"
"Afghanistan","Production","1982","tonnes","21400.00","F"
"Afghanistan","Production","1981","tonnes","22100.00","F"
"Afghanistan","Production","1980","tonnes","22300.00","F"
"Afghanistan","Production","1979","tonnes","21600.00","F"
"Afghanistan","Production","1978","tonnes","22700.00","F"
"Afghanistan","Production","1977","tonnes","15500.00","F"
"Afghanistan","Production","1976","tonnes","26200.00","F"
"Afghanistan","Production","1975","tonnes","27900.00","F"
"Afghanistan","Production","1974","tonnes","27800.00","F"
"Afghanistan","Production","1973","tonnes","27600.00","F"
"Afghanistan","Production","1972","tonnes","26600.00","F"
"Afghanistan","Production","1971","tonnes","21500.00","F"
"Afghanistan","Production","1970","tonnes","27300.00","F"
"Afghanistan","Production","1969","tonnes","28200.00","F"
"Afghanistan","Production","1968","tonnes","27900.00","F"
"Afghanistan","Production","1967","tonnes","27600.00","F"
"Afghanistan","Production","1966","tonnes","22800.00","F"
"Afghanistan","Production","1965","tonnes","20400.00","F"
"Afghanistan","Production","1964","tonnes","18400.00","F"
"Afghanistan","Production","1963","tonnes","15100.00","F"
"Afghanistan","Production","1962","tonnes","15100.00","F"
"Afghanistan","Production","1961","tonnes","15100.00",""
"Africa","Area harvested","2018","ha","220440.00","A"
"Africa","Area harvested","2017","ha","170945.00","A"
"Africa","Area harvested","2016","ha","179462.00","A"
"Africa","Area harvested","2015","ha","164112.00","A"
"Africa","Area harvested","2014","ha","156456.00","A"
"Africa","Area harvested","2013","ha","166454.00","A"
"Africa","Area harvested","2012","ha","152606.00","A"
"Africa","Area harvested","2011","ha","156352.00","A"
"Africa","Area harvested","2010","ha","153516.00","A"
"Africa","Area harvested","2009","ha","135068.00","A"
"Africa","Area harvested","2008","ha","136343.00","A"
"Africa","Area harvested","2007","ha","134949.00","A"
"Africa","Area harvested","2006","ha","130743.00","A"
"Africa","Area harvested","2005","ha","128478.00","A"
"Africa","Area harvested","2004","ha","137345.00","A"
"Africa","Area harvested","2003","ha","126963.00","A"
"Africa","Area harvested","2002","ha","120878.00","A"
"Africa","Area harvested","2001","ha","122862.00","A"
"Africa","Area harvested","2000","ha","121252.00","A"
"Africa","Area harvested","1999","ha","124494.00","A"
"Africa","Area harvested","1998","ha","116877.00","A"
"Africa","Area harvested","1997","ha","117059.00","A"
"Africa","Area harvested","1996","ha","112610.00","A"
"Africa","Area harvested","1995","ha","107493.00","A"
"Africa","Area harvested","1994","ha","107598.00","A"
"Africa","Area harvested","1993","ha","114157.00","A"
"Africa","Area harvested","1992","ha","99350.00","A"
"Africa","Area harvested","1991","ha","78154.00","A"
"Africa","Area harvested","1990","ha","75105.00","A"
"Africa","Area harvested","1989","ha","69945.00","A"
"Africa","Area harvested","1988","ha","61716.00","A"
"Africa","Area harvested","1987","ha","57327.00","A"
"Africa","Area harvested","1986","ha","55560.00","A"
"Africa","Area harvested","1985","ha","51590.00","A"
"Africa","Area harvested","1984","ha","41030.00","A"
"Africa","Area harvested","1983","ha","41710.00","A"
"Africa","Area harvested","1982","ha","36745.00","A"
"Africa","Area harvested","1981","ha","36819.00","A"
"Africa","Area harvested","1980","ha","34892.00","A"
"Africa","Area harvested","1979","ha","31712.00","A"
"Africa","Area harvested","1978","ha","30958.00","A"
"Africa","Area harvested","1977","ha","29477.00","A"
"Africa","Area harvested","1976","ha","29181.00","A"
"Africa","Area harvested","1975","ha","31445.00","A"
"Africa","Area harvested","1974","ha","27995.00","A"
"Africa","Area harvested","1973","ha","27585.00","A"
"Africa","Area harvested","1972","ha","28340.00","A"
"Africa","Area harvested","1971","ha","28090.00","A"
"Africa","Area harvested","1970","ha","23520.00","A"
"Africa","Area harvested","1969","ha","23200.00","A"
"Africa","Area harvested","1968","ha","22900.00","A"
"Africa","Area harvested","1967","ha","26220.00","A"
"Africa","Area harvested","1966","ha","25853.00","A"
"Africa","Area harvested","1965","ha","22779.00","A"
"Africa","Area harvested","1964","ha","21770.00","A"
"Africa","Area harvested","1963","ha","19170.00","A"
"Africa","Area harvested","1962","ha","19340.00","A"
"Africa","Area harvested","1961","ha","19470.00","A"
"Africa","Yield","2018","hg/ha","130157.00","Fc"
"Africa","Yield","2017","hg/ha","181024.00","Fc"
"Africa","Yield","2016","hg/ha","152734.00","Fc"
"Africa","Yield","2015","hg/ha","175670.00","Fc"
"Africa","Yield","2014","hg/ha","163424.00","Fc"
"Africa","Yield","2013","hg/ha","164017.00","Fc"
"Africa","Yield","2012","hg/ha","155264.00","Fc"
"Africa","Yield","2011","hg/ha","148355.00","Fc"
"Africa","Yield","2010","hg/ha","143755.00","Fc"
"Africa","Yield","2009","hg/ha","160279.00","Fc"
"Africa","Yield","2008","hg/ha","157251.00","Fc"
"Africa","Yield","2007","hg/ha","150027.00","Fc"
"Africa","Yield","2006","hg/ha","154689.00","Fc"
"Africa","Yield","2005","hg/ha","148390.00","Fc"
"Africa","Yield","2004","hg/ha","148967.00","Fc"
"Africa","Yield","2003","hg/ha","149523.00","Fc"
"Africa","Yield","2002","hg/ha","147151.00","Fc"
"Africa","Yield","2001","hg/ha","126300.00","Fc"
"Africa","Yield","2000","hg/ha","131591.00","Fc"
"Africa","Yield","1999","hg/ha","126431.00","Fc"
"Africa","Yield","1998","hg/ha","124815.00","Fc"
"Africa","Yield","1997","hg/ha","130544.00","Fc"
"Africa","Yield","1996","hg/ha","140652.00","Fc"
"Africa","Yield","1995","hg/ha","133481.00","Fc"
"Africa","Yield","1994","hg/ha","118818.00","Fc"
"Africa","Yield","1993","hg/ha","134622.00","Fc"
"Africa","Yield","1992","hg/ha","121566.00","Fc"
"Africa","Yield","1991","hg/ha","120576.00","Fc"
"Africa","Yield","1990","hg/ha","108545.00","Fc"
"Africa","Yield","1989","hg/ha","137472.00","Fc"
"Africa","Yield","1988","hg/ha","150085.00","Fc"
"Africa","Yield","1987","hg/ha","117559.00","Fc"
"Africa","Yield","1986","hg/ha","124209.00","Fc"
"Africa","Yield","1985","hg/ha","124100.00","Fc"
"Africa","Yield","1984","hg/ha","168319.00","Fc"
"Africa","Yield","1983","hg/ha","131281.00","Fc"
"Africa","Yield","1982","hg/ha","175495.00","Fc"
"Africa","Yield","1981","hg/ha","151192.00","Fc"
"Africa","Yield","1980","hg/ha","160012.00","Fc"
"Africa","Yield","1979","hg/ha","151550.00","Fc"
"Africa","Yield","1978","hg/ha","156826.00","Fc"
"Africa","Yield","1977","hg/ha","125509.00","Fc"
"Africa","Yield","1976","hg/ha","153216.00","Fc"
"Africa","Yield","1975","hg/ha","136670.00","Fc"
"Africa","Yield","1974","hg/ha","124033.00","Fc"
"Africa","Yield","1973","hg/ha","123728.00","Fc"
"Africa","Yield","1972","hg/ha","131393.00","Fc"
"Africa","Yield","1971","hg/ha","106045.00","Fc"
"Africa","Yield","1970","hg/ha","113611.00","Fc"
"Africa","Yield","1969","hg/ha","109130.00","Fc"
"Africa","Yield","1968","hg/ha","111789.00","Fc"
"Africa","Yield","1967","hg/ha","88632.00","Fc"
"Africa","Yield","1966","hg/ha","93965.00","Fc"
"Africa","Yield","1965","hg/ha","84685.00","Fc"
"Africa","Yield","1964","hg/ha","92351.00","Fc"
"Africa","Yield","1963","hg/ha","81972.00","Fc"
"Africa","Yield","1962","hg/ha","73491.00","Fc"
"Africa","Yield","1961","hg/ha","70028.00","Fc"
"Africa","Production","2018","tonnes","2869177.00","A"
"Africa","Production","2017","tonnes","3094509.00","A"
"Africa","Production","2016","tonnes","2741007.00","A"
"Africa","Production","2015","tonnes","2882966.00","A"
"Africa","Production","2014","tonnes","2556870.00","A"
"Africa","Production","2013","tonnes","2730123.00","A"
"Africa","Production","2012","tonnes","2369429.00","A"
"Africa","Production","2011","tonnes","2319560.00","A"
"Africa","Production","2010","tonnes","2206860.00","A"
"Africa","Production","2009","tonnes","2164859.00","A"
"Africa","Production","2008","tonnes","2144001.00","A"
"Africa","Production","2007","tonnes","2024602.00","A"
"Africa","Production","2006","tonnes","2022455.00","A"
"Africa","Production","2005","tonnes","1906480.00","A"
"Africa","Production","2004","tonnes","2045983.00","A"
"Africa","Production","2003","tonnes","1898394.00","A"
"Africa","Production","2002","tonnes","1778737.00","A"
"Africa","Production","2001","tonnes","1551741.00","A"
"Africa","Production","2000","tonnes","1595567.00","A"
"Africa","Production","1999","tonnes","1573990.00","A"
"Africa","Production","1998","tonnes","1458798.00","A"
"Africa","Production","1997","tonnes","1528133.00","A"
"Africa","Production","1996","tonnes","1583878.00","A"
"Africa","Production","1995","tonnes","1434828.00","A"
"Africa","Production","1994","tonnes","1278455.00","A"
"Africa","Production","1993","tonnes","1536809.00","A"
"Africa","Production","1992","tonnes","1207751.00","A"
"Africa","Production","1991","tonnes","942351.00","A"
"Africa","Production","1990","tonnes","815229.00","A"
"Africa","Production","1989","tonnes","961548.00","A"
"Africa","Production","1988","tonnes","926263.00","A"
"Africa","Production","1987","tonnes","673928.00","A"
"Africa","Production","1986","tonnes","690103.00","A"
"Africa","Production","1985","tonnes","640231.00","A"
"Africa","Production","1984","tonnes","690611.00","A"
"Africa","Production","1983","tonnes","547571.00","A"
"Africa","Production","1982","tonnes","644857.00","A"
"Africa","Production","1981","tonnes","556674.00","A"
"Africa","Production","1980","tonnes","558313.00","A"
"Africa","Production","1979","tonnes","480595.00","A"
"Africa","Production","1978","tonnes","485503.00","A"
"Africa","Production","1977","tonnes","369964.00","A"
"Africa","Production","1976","tonnes","447100.00","A"
"Africa","Production","1975","tonnes","429760.00","A"
"Africa","Production","1974","tonnes","347231.00","A"
"Africa","Production","1973","tonnes","341305.00","A"
"Africa","Production","1972","tonnes","372367.00","A"
"Africa","Production","1971","tonnes","297881.00","A"
"Africa","Production","1970","tonnes","267213.00","A"
"Africa","Production","1969","tonnes","253182.00","A"
"Africa","Production","1968","tonnes","255997.00","A"
"Africa","Production","1967","tonnes","232394.00","A"
"Africa","Production","1966","tonnes","242928.00","A"
"Africa","Production","1965","tonnes","192905.00","A"
"Africa","Production","1964","tonnes","201048.00","A"
"Africa","Production","1963","tonnes","157140.00","A"
"Africa","Production","1962","tonnes","142131.00","A"
"Africa","Production","1961","tonnes","136344.00","A"
"Albania","Area harvested","2018","ha","4294.00",""
"Albania","Area harvested","2017","ha","4346.00",""
"Albania","Area harvested","2016","ha","4230.00",""
"Albania","Area harvested","2015","ha","4008.00",""
"Albania","Area harvested","2014","ha","3863.00",""
"Albania","Area harvested","2013","ha","3838.00",""
"Albania","Area harvested","2012","ha","3719.00",""
"Albania","Area harvested","2011","ha","3450.00",""
"Albania","Area harvested","2010","ha","3913.00","Im"
"Albania","Area harvested","2009","ha","5000.00","F"
"Albania","Area harvested","2008","ha","6500.00","F"
"Albania","Area harvested","2007","ha","7000.00","F"
"Albania","Area harvested","2006","ha","5500.00","F"
"Albania","Area harvested","2005","ha","3000.00",""
"Albania","Area harvested","2004","ha","3000.00",""
"Albania","Area harvested","2003","ha","2400.00",""
"Albania","Area harvested","2002","ha","2250.00",""
"Albania","Area harvested","2001","ha","2173.00",""
"Albania","Area harvested","2000","ha","2300.00",""
"Albania","Area harvested","1999","ha","2300.00",""
"Albania","Area harvested","1998","ha","2300.00",""
"Albania","Area harvested","1997","ha","2242.00",""
"Albania","Area harvested","1996","ha","2100.00",""
"Albania","Area harvested","1995","ha","2140.00","Im"
"Albania","Area harvested","1994","ha","2005.00","Im"
"Albania","Area harvested","1993","ha","2076.00","Im"
"Albania","Area harvested","1992","ha","2033.00","Im"
"Albania","Area harvested","1991","ha","2000.00",""
"Albania","Area harvested","1990","ha","2600.00","F"
"Albania","Area harvested","1989","ha","3500.00","F"
"Albania","Area harvested","1988","ha","2800.00","F"
"Albania","Area harvested","1987","ha","3000.00","F"
"Albania","Area harvested","1986","ha","3000.00","F"
"Albania","Area harvested","1985","ha","3600.00","F"
"Albania","Yield","2018","hg/ha","252387.00","Fc"
"Albania","Yield","2017","hg/ha","221656.00","Fc"
"Albania","Yield","2016","hg/ha","240028.00","Fc"
"Albania","Yield","2015","hg/ha","228859.00","Fc"
"Albania","Yield","2014","hg/ha","212426.00","Fc"
"Albania","Yield","2013","hg/ha","197316.00","Fc"
"Albania","Yield","2012","hg/ha","191718.00","Fc"
"Albania","Yield","2011","hg/ha","185507.00","Fc"
"Albania","Yield","2010","hg/ha","139561.00","Fc"
"Albania","Yield","2009","hg/ha","94404.00","Fc"
"Albania","Yield","2008","hg/ha","69231.00","Fc"
"Albania","Yield","2007","hg/ha","51429.00","Fc"
"Albania","Yield","2006","hg/ha","50120.00","Fc"
"Albania","Yield","2005","hg/ha","53333.00","Fc"
"Albania","Yield","2004","hg/ha","50000.00","Fc"
"Albania","Yield","2003","hg/ha","55417.00","Fc"
"Albania","Yield","2002","hg/ha","70222.00","Fc"
"Albania","Yield","2001","hg/ha","72683.00","Fc"
"Albania","Yield","2000","hg/ha","52174.00","Fc"
"Albania","Yield","1999","hg/ha","51304.00","Fc"
"Albania","Yield","1998","hg/ha","50000.00","Fc"
"Albania","Yield","1997","hg/ha","50401.00","Fc"
"Albania","Yield","1996","hg/ha","47619.00","Fc"
"Albania","Yield","1995","hg/ha","46736.00","Fc"
"Albania","Yield","1994","hg/ha","47393.00","Fc"
"Albania","Yield","1993","hg/ha","48159.00","Fc"
"Albania","Yield","1992","hg/ha","49183.00","Fc"
"Albania","Yield","1991","hg/ha","50000.00","Fc"
"Albania","Yield","1990","hg/ha","50385.00","Fc"
"Albania","Yield","1989","hg/ha","51429.00","Fc"
"Albania","Yield","1988","hg/ha","50000.00","Fc"
"Albania","Yield","1987","hg/ha","53333.00","Fc"
"Albania","Yield","1986","hg/ha","50000.00","Fc"
"Albania","Yield","1985","hg/ha","50556.00","Fc"
"Albania","Production","2018","tonnes","108375.00",""
"Albania","Production","2017","tonnes","96338.00",""
"Albania","Production","2016","tonnes","101532.00",""
"Albania","Production","2015","tonnes","91736.00",""
"Albania","Production","2014","tonnes","82060.00",""
"Albania","Production","2013","tonnes","75730.00",""
"Albania","Production","2012","tonnes","71300.00",""
"Albania","Production","2011","tonnes","64000.00",""
"Albania","Production","2010","tonnes","54604.00",""
"Albania","Production","2009","tonnes","47202.00",""
"Albania","Production","2008","tonnes","45000.00",""
"Albania","Production","2007","tonnes","36000.00",""
"Albania","Production","2006","tonnes","27566.00",""
"Albania","Production","2005","tonnes","16000.00",""
"Albania","Production","2004","tonnes","15000.00",""
"Albania","Production","2003","tonnes","13300.00",""
"Albania","Production","2002","tonnes","15800.00",""
"Albania","Production","2001","tonnes","15794.00",""
"Albania","Production","2000","tonnes","12000.00",""
"Albania","Production","1999","tonnes","11800.00",""
"Albania","Production","1998","tonnes","11500.00",""
"Albania","Production","1997","tonnes","11300.00",""
"Albania","Production","1996","tonnes","10000.00",""
"Albania","Production","1995","tonnes","10000.00",""
"Albania","Production","1994","tonnes","9500.00",""
"Albania","Production","1993","tonnes","10000.00","F"
"Albania","Production","1992","tonnes","10000.00","F"
"Albania","Production","1991","tonnes","10000.00","F"
"Albania","Production","1990","tonnes","13100.00",""
"Albania","Production","1989","tonnes","18000.00",""
"Albania","Production","1988","tonnes","14000.00",""
"Albania","Production","1987","tonnes","16000.00",""
"Albania","Production","1986","tonnes","15000.00",""
"Albania","Production","1985","tonnes","18200.00",""
"Albania","Production","1984","tonnes","21000.00","F"
"Albania","Production","1983","tonnes","21000.00",""
"Albania","Production","1982","tonnes","23000.00","F"
"Albania","Production","1981","tonnes","15000.00","F"
"Albania","Production","1980","tonnes","15000.00",""
"Albania","Production","1979","tonnes","15000.00","F"
"Albania","Production","1978","tonnes","14000.00","F"
"Albania","Production","1977","tonnes","13000.00","F"
"Albania","Production","1976","tonnes","15000.00","F"
"Albania","Production","1975","tonnes","14000.00","F"
"Albania","Production","1974","tonnes","13000.00","F"
"Albania","Production","1973","tonnes","14000.00","F"
"Albania","Production","1972","tonnes","11000.00","F"
"Albania","Production","1971","tonnes","10000.00","F"
"Albania","Production","1970","tonnes","9000.00",""
"Albania","Production","1969","tonnes","11000.00",""
"Albania","Production","1968","tonnes","10000.00",""
"Albania","Production","1967","tonnes","10000.00",""
"Albania","Production","1966","tonnes","9000.00",""
"Albania","Production","1965","tonnes","8000.00",""
"Albania","Production","1964","tonnes","8498.00",""
"Albania","Production","1963","tonnes","7931.00",""
"Albania","Production","1962","tonnes","8039.00",""
"Albania","Production","1961","tonnes","10004.00",""
"Algeria","Area harvested","2018","ha","39034.00",""
"Algeria","Area harvested","2017","ha","44620.00",""
"Algeria","Area harvested","2016","ha","46070.00",""
"Algeria","Area harvested","2015","ha","41011.00",""
"Algeria","Area harvested","2014","ha","40418.00",""
"Algeria","Area harvested","2013","ha","48064.00",""
"Algeria","Area harvested","2012","ha","48828.00",""
"Algeria","Area harvested","2011","ha","51080.00",""
"Algeria","Area harvested","2010","ha","52419.00",""
"Algeria","Area harvested","2009","ha","36616.00",""
"Algeria","Area harvested","2008","ha","33206.00",""
"Algeria","Area harvested","2007","ha","31904.00",""
"Algeria","Area harvested","2006","ha","28658.00",""
"Algeria","Area harvested","2005","ha","24279.00",""
"Algeria","Area harvested","2004","ha","19861.00",""
"Algeria","Area harvested","2003","ha","18080.00",""
"Algeria","Area harvested","2002","ha","15240.00",""
"Algeria","Area harvested","2001","ha","14040.00",""
"Algeria","Area harvested","2000","ha","13480.00",""
"Algeria","Area harvested","1999","ha","13020.00",""
"Algeria","Area harvested","1998","ha","12870.00",""
"Algeria","Area harvested","1997","ha","12260.00",""
"Algeria","Area harvested","1996","ha","12190.00",""
"Algeria","Area harvested","1995","ha","11930.00",""
"Algeria","Area harvested","1994","ha","11800.00",""
"Algeria","Area harvested","1993","ha","12020.00",""
"Algeria","Area harvested","1992","ha","11140.00",""
"Algeria","Area harvested","1991","ha","10960.00",""
"Algeria","Area harvested","1990","ha","10740.00",""
"Algeria","Area harvested","1989","ha","10200.00","F"
"Algeria","Area harvested","1988","ha","8000.00","F"
"Algeria","Area harvested","1987","ha","8700.00","F"
"Algeria","Area harvested","1986","ha","8000.00","F"
"Algeria","Area harvested","1985","ha","8000.00","F"
"Algeria","Area harvested","1984","ha","7800.00","F"
"Algeria","Area harvested","1983","ha","4800.00","F"
"Algeria","Area harvested","1982","ha","4900.00","F"
"Algeria","Area harvested","1981","ha","4600.00","F"
"Algeria","Area harvested","1980","ha","4300.00","F"
"Algeria","Area harvested","1979","ha","3000.00","F"
"Algeria","Area harvested","1978","ha","3200.00","F"
"Algeria","Area harvested","1977","ha","3800.00","F"
"Algeria","Area harvested","1976","ha","3200.00","F"
"Algeria","Area harvested","1975","ha","4300.00","F"
"Algeria","Area harvested","1974","ha","3200.00","F"
"Algeria","Area harvested","1973","ha","2200.00","F"
"Algeria","Area harvested","1972","ha","2500.00","F"
"Algeria","Area harvested","1971","ha","3000.00","F"
"Algeria","Area harvested","1970","ha","2800.00","F"
"Algeria","Area harvested","1969","ha","2600.00","F"
"Algeria","Area harvested","1968","ha","2300.00","F"
"Algeria","Area harvested","1967","ha","2500.00","F"
"Algeria","Area harvested","1966","ha","2500.00","F"
